fact_id,fund_type_name,table_group_name,metric_name,is_subcategory,value_unit,quarter,date,year,month,fin_year,quarter_label,value
33663,"Public Sector","Performance Ratios","Investment income",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,984.00
33664,"Public Sector","Performance Ratios","Investment income",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,984.00
20006,"Public Sector","Financial Performance","Investment income",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,984.00
20174,"Public Sector","Financial Performance","Investment income after impairment expense",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,203.00
20173,"Public Sector","Financial Performance","Investment income after impairment expense",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,203.00
19669,"Public Sector","Financial Performance",Inward,0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,5.00
18395,"Public Sector","Financial Performance",Inward,0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,442.00
19670,"Public Sector","Financial Performance",Inward,0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,5.00
18396,"Public Sector","Financial Performance",Inward,0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,442.00
18900,"Public Sector","Financial Performance","Lump sums",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,903.00
18899,"Public Sector","Financial Performance","Lump sums",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,903.00
17409,"Public Sector","Financial Performance",Member,0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,447.00
17410,"Public Sector","Financial Performance",Member,0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,447.00
33160,"Public Sector","Performance Ratios","Net assets at beginning of the period",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,121285.00
33159,"Public Sector","Performance Ratios","Net assets at beginning of the period",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,121285.00
16627,"Public Sector","Financial Performance","Net assets at the beginning of the period",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,121285.00
16628,"Public Sector","Financial Performance","Net assets at the beginning of the period",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,121285.00
21952,"Public Sector","Financial Performance","Net assets at the end of the quarter",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,123448.00
21951,"Public Sector","Financial Performance","Net assets at the end of the quarter",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,123448.00
18137,"Public Sector","Financial Performance","Net benefit transfers",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,-229.00
18138,"Public Sector","Financial Performance","Net benefit transfers",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,-229.00
33327,"Public Sector","Performance Ratios","Net cash flows",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,-58.00
33328,"Public Sector","Performance Ratios","Net cash flows",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,-58.00
19334,"Public Sector","Financial Performance","Net contribution flows",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,130.00
19333,"Public Sector","Financial Performance","Net contribution flows",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,130.00
21111,"Public Sector","Financial Performance","Net earnings",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,838.00
21112,"Public Sector","Financial Performance","Net earnings",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,838.00
21448,"Public Sector","Financial Performance","Net earnings after tax",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,682.00
34504,"Public Sector","Performance Ratios","Net earnings after tax",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,682.00
34503,"Public Sector","Performance Ratios","Net earnings after tax",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,682.00
21447,"Public Sector","Financial Performance","Net earnings after tax",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,682.00
19501,"Public Sector","Financial Performance","Net insurance flows",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,-3.00
19502,"Public Sector","Financial Performance","Net insurance flows",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,-3.00
21616,"Public Sector","Financial Performance","Net operating performance after tax",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,624.00
21615,"Public Sector","Financial Performance","Net operating performance after tax",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,624.00
20775,"Public Sector","Financial Performance","Operating income",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,18.00
20776,"Public Sector","Financial Performance","Operating income",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,18.00
33999,"Public Sector","Performance Ratios","Operating income",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,18.00
34000,"Public Sector","Performance Ratios","Operating income",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,18.00
21783,"Public Sector","Financial Performance","Other changes",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,1538.00
21784,"Public Sector","Financial Performance","Other changes",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,1538.00
19838,"Public Sector","Financial Performance",Outward,0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,9.00
18564,"Public Sector","Financial Performance",Outward,0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,670.00
18563,"Public Sector","Financial Performance",Outward,0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,670.00
19837,"Public Sector","Financial Performance",Outward,0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,9.00
19067,"Public Sector","Financial Performance",Pensions,0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,1703.00
19068,"Public Sector","Financial Performance",Pensions,0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,1703.00
34672,"Public Sector","Performance Ratios","Rate of Return (%)",0,%,"Mar 2005",2005-03-01,2005,3,2005,Q3,0.01
34671,"Public Sector","Performance Ratios","Rate of Return (%)",0,%,"Mar 2005",2005-03-01,2005,3,2005,Q3,0.01
16796,"Public Sector","Financial Performance","Total contributions",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,2964.00
16795,"Public Sector","Financial Performance","Total contributions",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,2964.00
20341,"Public Sector","Financial Performance","Total gains/losses on investments",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,782.00
20342,"Public Sector","Financial Performance","Total gains/losses on investments",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,782.00
35990,Retail,"Performance Ratios","Administration and operating expense",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,438.00
35989,Retail,"Performance Ratios","Administration and operating expense",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,438.00
26495,Retail,"Financial Performance","Administration and operating expenses",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,438.00
26496,Retail,"Financial Performance","Administration and operating expenses",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,438.00
24256,Retail,"Financial Performance","Benefit payments",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,467.00
24255,Retail,"Financial Performance","Benefit payments",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,467.00
35309,Retail,"Performance Ratios","Cash flow adjusted net assets",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,230844.00
35310,Retail,"Performance Ratios","Cash flow adjusted net assets",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,230844.00
23483,Retail,"Financial Performance","Contribution tax and surcharge",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,542.00
23484,Retail,"Financial Performance","Contribution tax and surcharge",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,542.00
22460,Retail,"Financial Performance",Employer,0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,2718.00
22459,Retail,"Financial Performance",Employer,0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,2718.00
36159,Retail,"Performance Ratios","Income tax expense/benefit",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,29.00
36160,Retail,"Performance Ratios","Income tax expense/benefit",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,29.00
26836,Retail,"Financial Performance","Income tax expense/benefit",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,29.00
26835,Retail,"Financial Performance","Income tax expense/benefit",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,29.00
35650,Retail,"Performance Ratios","Investment expense",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,86.00
35649,Retail,"Performance Ratios","Investment expense",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,86.00
26155,Retail,"Financial Performance","Investment expenses",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,86.00
26156,Retail,"Financial Performance","Investment expenses",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,86.00
25546,Retail,"Financial Performance","Investment income",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,2215.00
25545,Retail,"Financial Performance","Investment income",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,2215.00
35480,Retail,"Performance Ratios","Investment income",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,2215.00
35479,Retail,"Performance Ratios","Investment income",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,2215.00
25715,Retail,"Financial Performance","Investment income after impairment expense",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,1052.00
25716,Retail,"Financial Performance","Investment income after impairment expense",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,1052.00
23916,Retail,"Financial Performance",Inward,0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,7734.00
25206,Retail,"Financial Performance",Inward,0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,79.00
25205,Retail,"Financial Performance",Inward,0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,79.00
23915,Retail,"Financial Performance",Inward,0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,7734.00
24425,Retail,"Financial Performance","Lump sums",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,-160.00
24426,Retail,"Financial Performance","Lump sums",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,-160.00
22914,Retail,"Financial Performance",Member,0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,2348.00
22913,Retail,"Financial Performance",Member,0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,2348.00
34969,Retail,"Performance Ratios","Net assets at beginning of the period",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,229573.00
34970,Retail,"Performance Ratios","Net assets at beginning of the period",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,229573.00
22119,Retail,"Financial Performance","Net assets at the beginning of the period",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,229573.00
22120,Retail,"Financial Performance","Net assets at the beginning of the period",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,229573.00
27516,Retail,"Financial Performance","Net assets at the end of the quarter",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,234318.00
27515,Retail,"Financial Performance","Net assets at the end of the quarter",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,234318.00
23653,Retail,"Financial Performance","Net benefit transfers",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,-1371.00
23654,Retail,"Financial Performance","Net benefit transfers",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,-1371.00
35140,Retail,"Performance Ratios","Net cash flows",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,2541.00
35139,Retail,"Performance Ratios","Net cash flows",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,2541.00
24865,Retail,"Financial Performance","Net contribution flows",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,3228.00
24866,Retail,"Financial Performance","Net contribution flows",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,3228.00
26666,Retail,"Financial Performance","Net earnings",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,1720.00
26665,Retail,"Financial Performance","Net earnings",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,1720.00
27005,Retail,"Financial Performance","Net earnings after tax",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,1691.00
36330,Retail,"Performance Ratios","Net earnings after tax",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,1691.00
36329,Retail,"Performance Ratios","Net earnings after tax",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,1691.00
27006,Retail,"Financial Performance","Net earnings after tax",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,1691.00
25036,Retail,"Financial Performance","Net insurance flows",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,-145.00
25035,Retail,"Financial Performance","Net insurance flows",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,-145.00
27175,Retail,"Financial Performance","Net operating performance after tax",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,4233.00
27176,Retail,"Financial Performance","Net operating performance after tax",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,4233.00
26326,Retail,"Financial Performance","Operating income",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,29.00
26325,Retail,"Financial Performance","Operating income",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,29.00
35819,Retail,"Performance Ratios","Operating income",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,29.00
35820,Retail,"Performance Ratios","Operating income",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,29.00
27346,Retail,"Financial Performance","Other changes",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,512.00
27345,Retail,"Financial Performance","Other changes",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,512.00
25376,Retail,"Financial Performance",Outward,0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,224.00
24086,Retail,"Financial Performance",Outward,0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,9105.00
24085,Retail,"Financial Performance",Outward,0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,9105.00
25375,Retail,"Financial Performance",Outward,0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,224.00
24595,Retail,"Financial Performance",Pensions,0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,627.00
24596,Retail,"Financial Performance",Pensions,0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,627.00
36500,Retail,"Performance Ratios","Rate of Return (%)",0,%,"Mar 2005",2005-03-01,2005,3,2005,Q3,0.01
36499,Retail,"Performance Ratios","Rate of Return (%)",0,%,"Mar 2005",2005-03-01,2005,3,2005,Q3,0.01
22290,Retail,"Financial Performance","Total contributions",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,5066.00
22289,Retail,"Financial Performance","Total contributions",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,5066.00
25885,Retail,"Financial Performance","Total gains/losses on investments",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,1162.00
25886,Retail,"Financial Performance","Total gains/losses on investments",0,$m,"Mar 2005",2005-03-01,2005,3,2005,Q3,1162.00
28708,"All Funds","Performance Ratios","Administration and operating expense",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,902.00
28707,"All Funds","Performance Ratios","Administration and operating expense",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,902.00
4381,"All Funds","Financial Performance","Administration and operating expenses",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,902.00
4382,"All Funds","Financial Performance","Administration and operating expenses",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,902.00
2142,"All Funds","Financial Performance","Benefit payments",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,6188.00
2141,"All Funds","Financial Performance","Benefit payments",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,6188.00
28027,"All Funds","Performance Ratios","Cash flow adjusted net assets",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,511813.00
28028,"All Funds","Performance Ratios","Cash flow adjusted net assets",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,511813.00
1369,"All Funds","Financial Performance","Contribution tax and surcharge",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,1773.00
1370,"All Funds","Financial Performance","Contribution tax and surcharge",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,1773.00
346,"All Funds","Financial Performance",Employer,0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,11708.00
345,"All Funds","Financial Performance",Employer,0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,11708.00
4721,"All Funds","Financial Performance","Income tax expense/benefit",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,210.00
28878,"All Funds","Performance Ratios","Income tax expense/benefit",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,210.00
28877,"All Funds","Performance Ratios","Income tax expense/benefit",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,210.00
4722,"All Funds","Financial Performance","Income tax expense/benefit",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,210.00
28367,"All Funds","Performance Ratios","Investment expense",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,282.00
28368,"All Funds","Performance Ratios","Investment expense",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,282.00
4042,"All Funds","Financial Performance","Investment expenses",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,282.00
4041,"All Funds","Financial Performance","Investment expenses",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,282.00
3431,"All Funds","Financial Performance","Investment income",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,16974.00
3432,"All Funds","Financial Performance","Investment income",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,16974.00
28198,"All Funds","Performance Ratios","Investment income",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,16974.00
28197,"All Funds","Performance Ratios","Investment income",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,16974.00
3602,"All Funds","Financial Performance","Investment income after impairment expense",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,9120.00
3601,"All Funds","Financial Performance","Investment income after impairment expense",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,9120.00
1801,"All Funds","Financial Performance",Inward,0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,14200.00
3091,"All Funds","Financial Performance",Inward,0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,204.00
1802,"All Funds","Financial Performance",Inward,0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,14200.00
3092,"All Funds","Financial Performance",Inward,0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,204.00
2312,"All Funds","Financial Performance","Lump sums",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,3584.00
2311,"All Funds","Financial Performance","Lump sums",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,3584.00
799,"All Funds","Financial Performance",Member,0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,5009.00
800,"All Funds","Financial Performance",Member,0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,5009.00
27687,"All Funds","Performance Ratios","Net assets at beginning of the period",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,506506.00
27688,"All Funds","Performance Ratios","Net assets at beginning of the period",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,506506.00
6,"All Funds","Financial Performance","Net assets at the beginning of the period",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,506506.00
5,"All Funds","Financial Performance","Net assets at the beginning of the period",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,506506.00
5401,"All Funds","Financial Performance","Net assets at the end of the quarter",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,527747.00
5402,"All Funds","Financial Performance","Net assets at the end of the quarter",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,527747.00
1540,"All Funds","Financial Performance","Net benefit transfers",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,2050.00
1539,"All Funds","Financial Performance","Net benefit transfers",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,2050.00
27857,"All Funds","Performance Ratios","Net cash flows",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,10615.00
27858,"All Funds","Performance Ratios","Net cash flows",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,10615.00
2751,"All Funds","Financial Performance","Net contribution flows",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,12579.00
2752,"All Funds","Financial Performance","Net contribution flows",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,12579.00
4552,"All Funds","Financial Performance","Net earnings",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,15866.00
4551,"All Funds","Financial Performance","Net earnings",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,15866.00
4891,"All Funds","Financial Performance","Net earnings after tax",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,15656.00
4892,"All Funds","Financial Performance","Net earnings after tax",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,15656.00
29048,"All Funds","Performance Ratios","Net earnings after tax",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,15656.00
29047,"All Funds","Performance Ratios","Net earnings after tax",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,15656.00
2922,"All Funds","Financial Performance","Net insurance flows",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,-192.00
2921,"All Funds","Financial Performance","Net insurance flows",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,-192.00
5061,"All Funds","Financial Performance","Net operating performance after tax",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,26271.00
5062,"All Funds","Financial Performance","Net operating performance after tax",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,26271.00
4212,"All Funds","Financial Performance","Operating income",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,76.00
4211,"All Funds","Financial Performance","Operating income",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,76.00
28538,"All Funds","Performance Ratios","Operating income",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,76.00
28537,"All Funds","Performance Ratios","Operating income",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,76.00
5231,"All Funds","Financial Performance","Other changes",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,-5029.00
5232,"All Funds","Financial Performance","Other changes",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,-5029.00
1972,"All Funds","Financial Performance",Outward,0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,12150.00
3262,"All Funds","Financial Performance",Outward,0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,396.00
3261,"All Funds","Financial Performance",Outward,0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,396.00
1971,"All Funds","Financial Performance",Outward,0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,12150.00
2481,"All Funds","Financial Performance",Pensions,0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,2604.00
2482,"All Funds","Financial Performance",Pensions,0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,2604.00
29217,"All Funds","Performance Ratios","Rate of Return (%)",0,%,"Jun 2005",2005-06-01,2005,6,2005,Q4,0.03
29218,"All Funds","Performance Ratios","Rate of Return (%)",0,%,"Jun 2005",2005-06-01,2005,6,2005,Q4,0.03
175,"All Funds","Financial Performance","Total contributions",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,16717.00
176,"All Funds","Financial Performance","Total contributions",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,16717.00
3772,"All Funds","Financial Performance","Total gains/losses on investments",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,7854.00
3771,"All Funds","Financial Performance","Total gains/losses on investments",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,7854.00
30540,Corporate,"Performance Ratios","Administration and operating expense",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,30.00
30539,Corporate,"Performance Ratios","Administration and operating expense",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,30.00
9948,Corporate,"Financial Performance","Administration and operating expenses",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,30.00
9947,Corporate,"Financial Performance","Administration and operating expenses",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,30.00
7707,Corporate,"Financial Performance","Benefit payments",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,267.00
7708,Corporate,"Financial Performance","Benefit payments",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,267.00
29859,Corporate,"Performance Ratios","Cash flow adjusted net assets",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,40740.00
29860,Corporate,"Performance Ratios","Cash flow adjusted net assets",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,40740.00
6936,Corporate,"Financial Performance","Contribution tax and surcharge",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,146.00
6935,Corporate,"Financial Performance","Contribution tax and surcharge",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,146.00
5911,Corporate,"Financial Performance",Employer,0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,562.00
5912,Corporate,"Financial Performance",Employer,0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,562.00
10288,Corporate,"Financial Performance","Income tax expense/benefit",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,67.00
10287,Corporate,"Financial Performance","Income tax expense/benefit",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,67.00
30709,Corporate,"Performance Ratios","Income tax expense/benefit",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,67.00
30710,Corporate,"Performance Ratios","Income tax expense/benefit",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,67.00
30200,Corporate,"Performance Ratios","Investment expense",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,37.00
30199,Corporate,"Performance Ratios","Investment expense",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,37.00
9608,Corporate,"Financial Performance","Investment expenses",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,37.00
9607,Corporate,"Financial Performance","Investment expenses",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,37.00
8997,Corporate,"Financial Performance","Investment income",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,1341.00
30030,Corporate,"Performance Ratios","Investment income",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,1341.00
30029,Corporate,"Performance Ratios","Investment income",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,1341.00
8998,Corporate,"Financial Performance","Investment income",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,1341.00
9168,Corporate,"Financial Performance","Investment income after impairment expense",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,750.00
9167,Corporate,"Financial Performance","Investment income after impairment expense",0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,750.00
8657,Corporate,"Financial Performance",Inward,0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,12.00
7367,Corporate,"Financial Performance",Inward,0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,174.00
8658,Corporate,"Financial Performance",Inward,0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,12.00
7368,Corporate,"Financial Performance",Inward,0,$m,"Jun 2005",2005-06-01,2005,6,2005,Q4,174.00
